time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega,,
18180, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,144,25.94444444,0.180478395,0.180169753,0.4
18360, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,149.3333333,24.33333333,0.163624339,0.162946429,0.4
18540, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,142.6666667,28.55555556,0.200727513,0.200155763,0.4
18720, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,154.6666667,31.72222222,0.207572751,0.205100575,0.4
18900, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,144,31.27777778,0.218463404,0.21720679,0.4
19080, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,149.3333333,30.72222222,0.206845238,0.205729167,0.4
19260, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,146.6666667,39.44444444,0.268683862,0.268939394,0.4
19440, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,148,45.27777778,0.306712963,0.305930931,0.4
19620, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,153.3333333,45.66666667,0.299327601,0.297826087,0.4
19800, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,148,44.38888889,0.300650353,0.299924925,0.4
19980, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,153.3333333,45.22222222,0.29646164,0.294927536,0.4
20160, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,146.6666667,44.05555556,0.300760582,0.300378788,0.4
20340, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,152,43.61111111,0.289076279,0.286915205,0.4
20520, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,145.3333333,40.5,0.278824956,0.278669725,0.4
20700, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,152,36.33333333,0.238646384,0.239035088,0.4
20880, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,150.6666667,34.94444444,0.232142857,0.231932153,0.4
21060, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,152,31.44444444,0.208112875,0.206871345,0.4
21240, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,149.3333333,31.55555556,0.212026014,0.211309524,0.4
21420, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,146.6666667,24.72222222,0.168650794,0.168560606,0.4
